Interaction,model_1,mode_2,pairing_id,round,agent_id,move,payoff_agent_1,payoff_agent_2,mutual_cooperation,cooperation rate
4.1_vs_4.1,4.1,4.1,6,8,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,6,8,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,6,9,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,6,9,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,6,10,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,6,10,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,7,1,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,7,1,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,7,2,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,7,2,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,7,3,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,7,3,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,7,4,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,7,4,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,7,5,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,7,5,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,7,6,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,7,6,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,7,7,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,7,7,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,8,1,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,8,1,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,8,2,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,8,2,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,8,3,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,8,3,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,8,4,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,8,4,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,8,5,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,8,5,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,8,6,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,8,6,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,8,7,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,8,7,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,8,8,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,8,8,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,9,1,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,9,1,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,9,2,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,9,2,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,9,3,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,9,3,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,9,4,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,9,4,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,9,5,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,9,5,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,10,1,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,10,1,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,10,2,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,10,2,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,10,3,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,10,3,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,10,4,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,10,4,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,10,5,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,10,5,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,10,6,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,10,6,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,10,7,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,10,7,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,10,8,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,10,8,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,10,9,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,10,9,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,11,1,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,11,1,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,11,2,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,11,2,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,11,3,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,11,3,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,11,4,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,11,4,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,11,5,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,11,5,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,11,6,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,11,6,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,11,7,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,11,7,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,11,8,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,11,8,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,11,9,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,11,9,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,12,1,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,12,1,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,12,2,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,12,2,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,12,3,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,12,3,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,12,4,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,12,4,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,12,5,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,12,5,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,12,6,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,12,6,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,12,7,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,12,7,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,12,8,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,12,8,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,12,9,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,12,9,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,12,10,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,12,10,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,12,11,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,12,11,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,13,1,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,13,1,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,13,2,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,13,2,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,13,3,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,13,3,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,13,4,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,13,4,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,13,5,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,13,5,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,13,6,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,13,6,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,13,7,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,13,7,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,13,8,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,13,8,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,13,9,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,13,9,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,13,10,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,13,10,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,13,11,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,13,11,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,13,12,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,13,12,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,13,13,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,13,13,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,14,1,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,14,1,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,14,2,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,14,2,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,14,3,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,14,3,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,14,4,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,14,4,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,14,5,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,14,5,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,14,6,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,14,6,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,14,7,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,14,7,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,14,8,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,14,8,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,14,9,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,14,9,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,14,10,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,14,10,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,15,1,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,15,1,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,15,2,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,15,2,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,15,3,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,15,3,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,15,4,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,15,4,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,15,5,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,15,5,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,15,6,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,15,6,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,15,7,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,15,7,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,15,8,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,15,8,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,15,9,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,15,9,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,15,10,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,15,10,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,15,11,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,15,11,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,16,1,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,16,1,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_4.1,4.1,4.1,16,2,Adaptive_0_0,cooperate,3,3,1.0,1.0
